EmployeeID,JobRole,CurrentSkill
729250,Software Engineer,Docker
729250,Software Engineer,Git
129892,Financial Analyst,Communication
267795,Accountant,Problem Solving
525528,Accountant,Problem Solving
848046,Business Development,Communication
752362,Software Engineer,SQL
752362,Software Engineer,REST API
752362,Software Engineer,Data Structures
916452,Business Development,Problem Solving
186110,Recruitment Specialist,Problem Solving
125052,Auditor,Excel
125052,Auditor,Communication
362851,Business Development,Communication
362851,Business Development,Problem Solving
946388,Financial Analyst,Excel
872665,Marketing Executive,Google Analytics
872665,Marketing Executive,Content Strategy
872665,Marketing Executive,Social Media
977935,Accountant,Excel
977935,Accountant,Problem Solving
646736,Software Engineer,Git
646736,Software Engineer,Data Structures
646736,Software Engineer,REST API
646736,Software Engineer,Python
474625,Employee Relations,Communication
223790,Employee Relations,Communication
938700,Business Development,Communication
671927,Account Manager,Excel
671927,Account Manager,Problem Solving
685345,Employee Relations,Excel
685345,Employee Relations,Problem Solving
473298,Accountant,Communication
737360,Account Manager,Communication
145730,Accountant,Problem Solving
145730,Accountant,Communication
912978,Employee Relations,Problem Solving
912978,Employee Relations,Excel
850624,Marketing Executive,Content Strategy
850624,Marketing Executive,Google Analytics
850624,Marketing Executive,SEO
850624,Marketing Executive,Copywriting
171937,Content Strategist,Communication
884429,Sales Executive,Negotiation
884429,Sales Executive,CRM Software
884429,Sales Executive,Communication
884429,Sales Executive,Salesforce
728424,HR Manager,Problem Solving
728424,HR Manager,Excel
880296,Recruitment Specialist,Excel
761061,Account Manager,Problem Solving
156156,Data Analyst,Statistics
156156,Data Analyst,Tableau
156156,Data Analyst,PowerBI
156156,Data Analyst,Excel
691406,Accountant,Excel
632730,Business Development,Problem Solving
632730,Business Development,Communication
286824,Financial Analyst,Communication
286824,Financial Analyst,Problem Solving
995749,Account Manager,Communication
439866,Auditor,Problem Solving
439866,Auditor,Excel
425648,Recruitment Specialist,Problem Solving
551207,Employee Relations,Excel
551207,Employee Relations,Communication
895289,Employee Relations,Excel
740139,Software Engineer,SQL
740139,Software Engineer,REST API
740139,Software Engineer,Docker
740139,Software Engineer,Java
740139,Software Engineer,Python
250239,Accountant,Communication
250239,Accountant,Excel
311211,Content Strategist,Problem Solving
940441,HR Manager,Communication
318048,Cybersecurity Specialist,Python
318048,Cybersecurity Specialist,Linux
917471,HR Manager,Excel
705706,Auditor,Problem Solving
705706,Auditor,Communication
551820,Content Strategist,Excel
551820,Content Strategist,Communication
221582,Marketing Executive,Copywriting
221582,Marketing Executive,SEO
441547,Recruitment Specialist,Problem Solving
795310,Data Analyst,Excel
795310,Data Analyst,Tableau
795310,Data Analyst,PowerBI
578635,Software Engineer,SQL
578635,Software Engineer,Python
578635,Software Engineer,Git
578635,Software Engineer,Java
578635,Software Engineer,REST API
346443,Software Engineer,Git
346443,Software Engineer,Data Structures
346443,Software Engineer,SQL
346443,Software Engineer,Docker
832149,Content Strategist,Excel
832149,Content Strategist,Communication
925126,Account Manager,Excel
925126,Account Manager,Communication
560397,Employee Relations,Communication
560397,Employee Relations,Excel
350626,Accountant,Communication
350626,Accountant,Excel
335208,Recruitment Specialist,Communication
860980,Auditor,Problem Solving
860980,Auditor,Communication
349858,Account Manager,Communication
349858,Account Manager,Excel
965221,Account Manager,Problem Solving
965221,Account Manager,Excel
680014,Recruitment Specialist,Excel
680014,Recruitment Specialist,Communication
770909,Cybersecurity Specialist,Linux
770909,Cybersecurity Specialist,Firewalls
232269,Employee Relations,Problem Solving
232269,Employee Relations,Excel
418960,Auditor,Problem Solving
755582,Sales Executive,Lead Generation
755582,Sales Executive,Excel
755582,Sales Executive,Salesforce
755582,Sales Executive,Negotiation
913107,Accountant,Excel
913107,Accountant,Problem Solving
219532,HR Manager,Communication
219532,HR Manager,Problem Solving
516332,Recruitment Specialist,Communication
445720,Auditor,Communication
201647,Recruitment Specialist,Communication
201647,Recruitment Specialist,Excel
125397,Content Strategist,Problem Solving
338231,Software Engineer,Git
338231,Software Engineer,Java
338231,Software Engineer,Docker
338231,Software Engineer,Python
283018,Software Engineer,Git
283018,Software Engineer,Java
283018,Software Engineer,REST API
375092,Employee Relations,Communication
948704,Financial Analyst,Communication
948704,Financial Analyst,Excel
501435,Content Strategist,Excel
501435,Content Strategist,Communication
427518,SEO Specialist,Communication
830311,Cybersecurity Specialist,Network Security
830311,Cybersecurity Specialist,Linux
830311,Cybersecurity Specialist,Python
830311,Cybersecurity Specialist,Incident Response
938143,Marketing Executive,SEO
938143,Marketing Executive,Content Strategy
938143,Marketing Executive,Copywriting
189294,Business Development,Problem Solving
189294,Business Development,Excel
582678,Software Engineer,Git
582678,Software Engineer,Data Structures
582678,Software Engineer,Docker
582678,Software Engineer,Java
582678,Software Engineer,SQL
322714,Financial Analyst,Communication
700739,SEO Specialist,Communication
697715,Account Manager,Excel
697715,Account Manager,Problem Solving
423076,SEO Specialist,Communication
423076,SEO Specialist,Problem Solving
956232,Data Analyst,Excel
956232,Data Analyst,SQL
956232,Data Analyst,Python
481589,Business Development,Problem Solving
640250,Business Development,Excel
640250,Business Development,Problem Solving
284205,Accountant,Problem Solving
657968,HR Manager,Problem Solving
920286,HR Manager,Problem Solving
997513,Accountant,Problem Solving
521197,Employee Relations,Communication
521197,Employee Relations,Problem Solving
682614,Marketing Executive,Google Analytics
682614,Marketing Executive,SEO
682614,Marketing Executive,Content Strategy
491320,Employee Relations,Communication
491320,Employee Relations,Excel
212943,Marketing Executive,Content Strategy
212943,Marketing Executive,Copywriting
212943,Marketing Executive,Google Analytics
603571,SEO Specialist,Excel
960911,HR Manager,Excel
542816,SEO Specialist,Communication
799701,HR Manager,Communication
799701,HR Manager,Problem Solving
386385,HR Manager,Excel
467268,SEO Specialist,Problem Solving
440183,Content Strategist,Problem Solving
799671,Software Engineer,Python
799671,Software Engineer,Java
799671,Software Engineer,Git
799671,Software Engineer,Docker
846174,Employee Relations,Communication
846174,Employee Relations,Excel
107658,Account Manager,Communication
107658,Account Manager,Problem Solving
668817,SEO Specialist,Excel
668817,SEO Specialist,Problem Solving
354554,Sales Executive,CRM Software
354554,Sales Executive,Negotiation
354554,Sales Executive,Excel
289677,Software Engineer,Data Structures
289677,Software Engineer,Docker
289677,Software Engineer,SQL
239763,Financial Analyst,Communication
187647,Sales Executive,Lead Generation
187647,Sales Executive,Negotiation
187647,Sales Executive,Salesforce
187647,Sales Executive,Communication
187647,Sales Executive,Excel
804964,Sales Executive,Excel
804964,Sales Executive,CRM Software
804964,Sales Executive,Salesforce
804964,Sales Executive,Negotiation
414839,Recruitment Specialist,Problem Solving
414839,Recruitment Specialist,Excel
237379,Accountant,Problem Solving
574652,Business Development,Excel
461876,Data Analyst,Statistics
461876,Data Analyst,SQL
461876,Data Analyst,PowerBI
461876,Data Analyst,Python
871801,Accountant,Excel
242466,Cybersecurity Specialist,Python
242466,Cybersecurity Specialist,Firewalls
242466,Cybersecurity Specialist,Network Security
276778,Sales Executive,Negotiation
276778,Sales Executive,Excel
276778,Sales Executive,Salesforce
276778,Sales Executive,Communication
462162,Accountant,Communication
462162,Accountant,Excel
218020,HR Manager,Communication
218020,HR Manager,Problem Solving
315371,Software Engineer,Docker
315371,Software Engineer,Python
315371,Software Engineer,Data Structures
315371,Software Engineer,SQL
831689,Account Manager,Excel
636317,Cybersecurity Specialist,Firewalls
636317,Cybersecurity Specialist,Python
636317,Cybersecurity Specialist,Network Security
128755,Software Engineer,REST API
128755,Software Engineer,Git
128755,Software Engineer,Data Structures
128755,Software Engineer,Python
128755,Software Engineer,Docker
268753,Employee Relations,Communication
959736,Marketing Executive,SEO
959736,Marketing Executive,Content Strategy
959736,Marketing Executive,Copywriting
970279,SEO Specialist,Communication
304464,Recruitment Specialist,Problem Solving
304464,Recruitment Specialist,Excel
633692,Marketing Executive,Content Strategy
633692,Marketing Executive,Google Analytics
172159,Business Development,Excel
997052,Auditor,Excel
997052,Auditor,Communication
836049,HR Manager,Communication
385650,Financial Analyst,Communication
863727,Business Development,Excel
330405,Recruitment Specialist,Problem Solving
330405,Recruitment Specialist,Excel
762512,Sales Executive,Lead Generation
762512,Sales Executive,Communication
762512,Sales Executive,Excel
762512,Sales Executive,Salesforce
762512,Sales Executive,Negotiation
676115,Business Development,Communication
676115,Business Development,Problem Solving
999653,Cybersecurity Specialist,Linux
999653,Cybersecurity Specialist,Python
999653,Cybersecurity Specialist,Network Security
622482,Content Strategist,Excel
271054,SEO Specialist,Excel
271054,SEO Specialist,Communication
316433,Data Analyst,SQL
316433,Data Analyst,PowerBI
316433,Data Analyst,Statistics
316433,Data Analyst,Tableau
914673,Data Analyst,Tableau
914673,Data Analyst,Statistics
914673,Data Analyst,PowerBI
655954,Financial Analyst,Communication
655954,Financial Analyst,Problem Solving
833486,HR Manager,Communication
387598,Software Engineer,REST API
387598,Software Engineer,Java
387598,Software Engineer,Python
387598,Software Engineer,SQL
387598,Software Engineer,Git
729513,Data Analyst,Excel
729513,Data Analyst,SQL
729513,Data Analyst,PowerBI
729513,Data Analyst,Statistics
207324,Auditor,Communication
207324,Auditor,Excel
351873,Account Manager,Communication
351873,Account Manager,Excel
900614,SEO Specialist,Problem Solving
900614,SEO Specialist,Communication
855906,Data Analyst,PowerBI
855906,Data Analyst,SQL
855906,Data Analyst,Python
840994,Marketing Executive,Content Strategy
840994,Marketing Executive,Copywriting
220836,SEO Specialist,Problem Solving
141021,Employee Relations,Problem Solving
984998,Accountant,Communication
984998,Accountant,Problem Solving
475371,Auditor,Excel
529264,Content Strategist,Problem Solving
529264,Content Strategist,Communication
391476,Content Strategist,Problem Solving
967124,Recruitment Specialist,Excel
883298,Marketing Executive,Social Media
883298,Marketing Executive,SEO
883298,Marketing Executive,Copywriting
312337,Recruitment Specialist,Excel
711065,Software Engineer,SQL
711065,Software Engineer,REST API
711065,Software Engineer,Python
711065,Software Engineer,Docker
711065,Software Engineer,Git
713918,Recruitment Specialist,Communication
568508,Recruitment Specialist,Problem Solving
568508,Recruitment Specialist,Communication
299441,Financial Analyst,Communication
299441,Financial Analyst,Excel
933785,Sales Executive,Lead Generation
933785,Sales Executive,Excel
933785,Sales Executive,Negotiation
858842,Employee Relations,Excel
858842,Employee Relations,Communication
581350,Employee Relations,Excel
581350,Employee Relations,Problem Solving
761136,SEO Specialist,Problem Solving
323181,SEO Specialist,Excel
292276,Recruitment Specialist,Problem Solving
292276,Recruitment Specialist,Communication
557502,Marketing Executive,Content Strategy
557502,Marketing Executive,Google Analytics
557502,Marketing Executive,Social Media
619911,HR Manager,Communication
619911,HR Manager,Excel
959460,Employee Relations,Communication
117814,Business Development,Excel
162225,Employee Relations,Communication
162225,Employee Relations,Excel
517826,SEO Specialist,Communication
984800,Accountant,Excel
836255,Marketing Executive,Google Analytics
836255,Marketing Executive,Social Media
836255,Marketing Executive,Content Strategy
786966,Data Analyst,PowerBI
786966,Data Analyst,Excel
786966,Data Analyst,Statistics
786966,Data Analyst,Tableau
295585,Data Analyst,SQL
295585,Data Analyst,Tableau
295585,Data Analyst,Statistics
295585,Data Analyst,Python
295585,Data Analyst,Excel
840289,Software Engineer,REST API
840289,Software Engineer,Git
840289,Software Engineer,Data Structures
840289,Software Engineer,Python
840289,Software Engineer,Docker
879607,Recruitment Specialist,Problem Solving
640494,Accountant,Problem Solving
296395,Marketing Executive,SEO
296395,Marketing Executive,Copywriting
125546,Sales Executive,CRM Software
125546,Sales Executive,Lead Generation
125546,Sales Executive,Excel
125546,Sales Executive,Communication
747944,Account Manager,Communication
747944,Account Manager,Excel
168343,Data Analyst,Statistics
168343,Data Analyst,Excel
168343,Data Analyst,SQL
168343,Data Analyst,Tableau
759331,Accountant,Communication
469127,HR Manager,Problem Solving
485924,Software Engineer,Docker
485924,Software Engineer,Python
485924,Software Engineer,REST API
485924,Software Engineer,SQL
326079,Account Manager,Communication
586460,Accountant,Excel
551937,SEO Specialist,Problem Solving
551937,SEO Specialist,Excel
599103,Business Development,Problem Solving
523812,HR Manager,Problem Solving
523812,HR Manager,Excel
479099,Auditor,Excel
681342,Account Manager,Excel
753777,Auditor,Excel
191289,Business Development,Problem Solving
191289,Business Development,Excel
194973,Employee Relations,Excel
146035,Accountant,Excel
146035,Accountant,Problem Solving
689963,Content Strategist,Excel
621545,Data Analyst,Tableau
621545,Data Analyst,Python
621545,Data Analyst,Excel
621545,Data Analyst,PowerBI
559156,Auditor,Communication
559156,Auditor,Problem Solving
215858,Account Manager,Excel
519213,Content Strategist,Communication
937313,Business Development,Excel
386351,Cybersecurity Specialist,Incident Response
386351,Cybersecurity Specialist,Network Security
386351,Cybersecurity Specialist,Linux
125258,Financial Analyst,Excel
125258,Financial Analyst,Communication
717288,Recruitment Specialist,Problem Solving
717288,Recruitment Specialist,Communication
641425,Data Analyst,Statistics
641425,Data Analyst,Python
641425,Data Analyst,Tableau
361788,Recruitment Specialist,Problem Solving
522252,Software Engineer,Python
522252,Software Engineer,Java
522252,Software Engineer,Docker
522252,Software Engineer,SQL
781175,Business Development,Communication
573799,Employee Relations,Problem Solving
573799,Employee Relations,Communication
439427,Employee Relations,Communication
442344,Recruitment Specialist,Problem Solving
442344,Recruitment Specialist,Excel
116231,Sales Executive,Lead Generation
116231,Sales Executive,Negotiation
116231,Sales Executive,CRM Software
918072,Auditor,Communication
918072,Auditor,Problem Solving
416998,Accountant,Problem Solving
351523,Cybersecurity Specialist,Incident Response
351523,Cybersecurity Specialist,Python
476552,SEO Specialist,Communication
476552,SEO Specialist,Excel
141361,Sales Executive,Communication
141361,Sales Executive,Lead Generation
141361,Sales Executive,CRM Software
141361,Sales Executive,Excel
123083,Sales Executive,Salesforce
123083,Sales Executive,Excel
123083,Sales Executive,Negotiation
123083,Sales Executive,CRM Software
479628,Auditor,Problem Solving
479628,Auditor,Excel
184752,SEO Specialist,Problem Solving
586305,Marketing Executive,Social Media
586305,Marketing Executive,Copywriting
666949,Software Engineer,Data Structures
666949,Software Engineer,Python
666949,Software Engineer,SQL
273389,Business Development,Communication
199571,Data Analyst,PowerBI
199571,Data Analyst,Tableau
199571,Data Analyst,Statistics
369972,Financial Analyst,Communication
369972,Financial Analyst,Excel
839585,Accountant,Problem Solving
839585,Accountant,Excel
612060,SEO Specialist,Excel
612060,SEO Specialist,Problem Solving
809374,Software Engineer,SQL
809374,Software Engineer,Data Structures
809374,Software Engineer,Git
809374,Software Engineer,Java
809374,Software Engineer,REST API
283201,Cybersecurity Specialist,Linux
283201,Cybersecurity Specialist,Incident Response
138624,Accountant,Excel
138624,Accountant,Communication
195831,Employee Relations,Excel
195831,Employee Relations,Problem Solving
104582,Marketing Executive,Social Media
104582,Marketing Executive,Content Strategy
104582,Marketing Executive,Copywriting
104582,Marketing Executive,Google Analytics
937943,Accountant,Excel
502412,Employee Relations,Excel
217874,Recruitment Specialist,Problem Solving
217874,Recruitment Specialist,Excel
805164,HR Manager,Problem Solving
100956,HR Manager,Communication
100956,HR Manager,Excel
728807,Data Analyst,Statistics
728807,Data Analyst,SQL
728807,Data Analyst,Tableau
728807,Data Analyst,PowerBI
583085,Auditor,Communication
679308,Data Analyst,Statistics
679308,Data Analyst,SQL
679308,Data Analyst,PowerBI
679308,Data Analyst,Excel
548013,Business Development,Communication
991157,Content Strategist,Problem Solving
657666,Content Strategist,Communication
657666,Content Strategist,Excel
167374,Data Analyst,Python
167374,Data Analyst,Statistics
167374,Data Analyst,PowerBI
167374,Data Analyst,Excel
470545,Cybersecurity Specialist,Firewalls
470545,Cybersecurity Specialist,Linux
115614,HR Manager,Problem Solving
958930,Employee Relations,Communication
958930,Employee Relations,Problem Solving
295743,Content Strategist,Communication
295743,Content Strategist,Problem Solving
858462,Marketing Executive,SEO
858462,Marketing Executive,Social Media
543096,HR Manager,Problem Solving
543096,HR Manager,Communication
559184,Data Analyst,Statistics
559184,Data Analyst,Python
559184,Data Analyst,Tableau
548768,Sales Executive,Negotiation
548768,Sales Executive,Communication
548768,Sales Executive,Excel
548768,Sales Executive,Lead Generation
377404,Software Engineer,Data Structures
377404,Software Engineer,Java
377404,Software Engineer,Git
377404,Software Engineer,Docker
781744,Software Engineer,Data Structures
781744,Software Engineer,SQL
781744,Software Engineer,Git
781744,Software Engineer,Python
115601,Sales Executive,Negotiation
115601,Sales Executive,Excel
115601,Sales Executive,Lead Generation
948808,Sales Executive,Lead Generation
948808,Sales Executive,Salesforce
948808,Sales Executive,CRM Software
421529,Content Strategist,Excel
649735,Employee Relations,Problem Solving
649735,Employee Relations,Communication
535748,Recruitment Specialist,Problem Solving
535748,Recruitment Specialist,Communication
166477,Account Manager,Communication
315430,Marketing Executive,Content Strategy
315430,Marketing Executive,Google Analytics
315430,Marketing Executive,Social Media
151009,Accountant,Problem Solving
362145,Account Manager,Problem Solving
575441,Software Engineer,Java
575441,Software Engineer,Data Structures
575441,Software Engineer,SQL
575441,Software Engineer,Python
148684,Sales Executive,Salesforce
148684,Sales Executive,Negotiation
148684,Sales Executive,Excel
344708,Financial Analyst,Communication
344708,Financial Analyst,Excel
607716,Data Analyst,Tableau
607716,Data Analyst,PowerBI
607716,Data Analyst,Python
607716,Data Analyst,Statistics
406281,Financial Analyst,Communication
406281,Financial Analyst,Problem Solving
672760,Software Engineer,Data Structures
672760,Software Engineer,Python
672760,Software Engineer,REST API
672760,Software Engineer,Java
225584,Auditor,Problem Solving
781813,Financial Analyst,Problem Solving
781813,Financial Analyst,Excel
264862,Cybersecurity Specialist,Python
264862,Cybersecurity Specialist,Network Security
264862,Cybersecurity Specialist,Firewalls
264862,Cybersecurity Specialist,Linux
827183,Data Analyst,Excel
827183,Data Analyst,Python
827183,Data Analyst,Statistics
827183,Data Analyst,Tableau
229264,Financial Analyst,Problem Solving
229264,Financial Analyst,Excel
236512,Business Development,Communication
558641,Sales Executive,Lead Generation
558641,Sales Executive,Negotiation
558641,Sales Executive,CRM Software
558641,Sales Executive,Salesforce
194410,Auditor,Problem Solving
826217,Sales Executive,Lead Generation
826217,Sales Executive,Excel
826217,Sales Executive,Negotiation
826217,Sales Executive,Salesforce
568883,Content Strategist,Problem Solving
526548,SEO Specialist,Problem Solving
526548,SEO Specialist,Excel
277979,Marketing Executive,Copywriting
277979,Marketing Executive,Content Strategy
277979,Marketing Executive,Google Analytics
277979,Marketing Executive,Social Media
113981,Financial Analyst,Communication
868091,Data Analyst,Excel
868091,Data Analyst,SQL
868091,Data Analyst,Statistics
342334,Financial Analyst,Communication
342334,Financial Analyst,Excel
748706,SEO Specialist,Problem Solving
748706,SEO Specialist,Communication
331689,HR Manager,Problem Solving
331689,HR Manager,Excel
488568,Accountant,Problem Solving
754604,Marketing Executive,Content Strategy
754604,Marketing Executive,SEO
321003,Sales Executive,Lead Generation
321003,Sales Executive,Communication
321003,Sales Executive,Negotiation
319256,Business Development,Excel
425125,Accountant,Communication
455358,Cybersecurity Specialist,Incident Response
455358,Cybersecurity Specialist,Python
455358,Cybersecurity Specialist,Linux
806159,Account Manager,Problem Solving
806159,Account Manager,Communication
891483,Content Strategist,Communication
891483,Content Strategist,Problem Solving
895947,Sales Executive,Communication
895947,Sales Executive,Negotiation
895947,Sales Executive,Lead Generation
688873,Employee Relations,Communication
713690,Accountant,Communication
290108,Software Engineer,Data Structures
290108,Software Engineer,Git
290108,Software Engineer,Python
290108,Software Engineer,SQL
290108,Software Engineer,Docker
716295,Accountant,Excel
716295,Accountant,Communication
636691,Cybersecurity Specialist,Python
636691,Cybersecurity Specialist,Incident Response
636691,Cybersecurity Specialist,Network Security
299828,Data Analyst,Excel
299828,Data Analyst,Statistics
299828,Data Analyst,Python
299828,Data Analyst,PowerBI
804227,Recruitment Specialist,Problem Solving
804227,Recruitment Specialist,Communication
386743,Financial Analyst,Excel
386743,Financial Analyst,Communication
537776,Cybersecurity Specialist,Linux
537776,Cybersecurity Specialist,Firewalls
537776,Cybersecurity Specialist,Incident Response
336301,SEO Specialist,Problem Solving
427191,Accountant,Problem Solving
747036,Marketing Executive,Copywriting
747036,Marketing Executive,Social Media
747036,Marketing Executive,Google Analytics
802885,Sales Executive,Salesforce
802885,Sales Executive,CRM Software
802885,Sales Executive,Negotiation
981134,Data Analyst,Statistics
981134,Data Analyst,Excel
981134,Data Analyst,Tableau
981134,Data Analyst,Python
735800,Sales Executive,Salesforce
735800,Sales Executive,CRM Software
735800,Sales Executive,Negotiation
118134,Account Manager,Communication
118134,Account Manager,Excel
729578,Cybersecurity Specialist,Linux
729578,Cybersecurity Specialist,Network Security
729578,Cybersecurity Specialist,Python
729578,Cybersecurity Specialist,Incident Response
526493,Sales Executive,Negotiation
526493,Sales Executive,Salesforce
526493,Sales Executive,CRM Software
526493,Sales Executive,Excel
548883,Marketing Executive,Copywriting
548883,Marketing Executive,Content Strategy
548883,Marketing Executive,Social Media
595985,SEO Specialist,Excel
595985,SEO Specialist,Communication
536307,Marketing Executive,Content Strategy
536307,Marketing Executive,Copywriting
194552,HR Manager,Problem Solving
194552,HR Manager,Excel
409547,Content Strategist,Problem Solving
996196,Auditor,Excel
996196,Auditor,Communication
542666,Cybersecurity Specialist,Network Security
542666,Cybersecurity Specialist,Incident Response
542666,Cybersecurity Specialist,Python
194466,Sales Executive,Excel
194466,Sales Executive,Communication
194466,Sales Executive,Negotiation
759516,Account Manager,Problem Solving
759516,Account Manager,Communication
767334,Recruitment Specialist,Problem Solving
767334,Recruitment Specialist,Communication
840653,Recruitment Specialist,Problem Solving
985091,HR Manager,Excel
356650,Marketing Executive,Google Analytics
356650,Marketing Executive,Social Media
356650,Marketing Executive,Content Strategy
398438,Auditor,Problem Solving
398438,Auditor,Communication
974765,Employee Relations,Excel
974765,Employee Relations,Communication
125463,Auditor,Excel
125463,Auditor,Problem Solving
424410,Marketing Executive,Google Analytics
424410,Marketing Executive,Copywriting
424410,Marketing Executive,Social Media
603104,SEO Specialist,Communication
329092,Cybersecurity Specialist,Incident Response
329092,Cybersecurity Specialist,Network Security
329092,Cybersecurity Specialist,Linux
329092,Cybersecurity Specialist,Firewalls
388649,Data Analyst,SQL
388649,Data Analyst,Statistics
388649,Data Analyst,Python
388649,Data Analyst,Tableau
495587,Cybersecurity Specialist,Incident Response
495587,Cybersecurity Specialist,Python
385088,Software Engineer,Docker
385088,Software Engineer,REST API
385088,Software Engineer,SQL
268419,Sales Executive,CRM Software
268419,Sales Executive,Salesforce
268419,Sales Executive,Excel
918417,Data Analyst,SQL
918417,Data Analyst,Tableau
918417,Data Analyst,Excel
997134,Cybersecurity Specialist,Incident Response
997134,Cybersecurity Specialist,Linux
594129,Content Strategist,Excel
269255,Data Analyst,Statistics
269255,Data Analyst,PowerBI
269255,Data Analyst,Python
269255,Data Analyst,SQL
773640,Business Development,Excel
442984,Cybersecurity Specialist,Linux
442984,Cybersecurity Specialist,Firewalls
442984,Cybersecurity Specialist,Python
560213,Account Manager,Communication
972003,Sales Executive,Salesforce
972003,Sales Executive,Excel
972003,Sales Executive,Negotiation
899590,Content Strategist,Problem Solving
899590,Content Strategist,Excel
192403,Data Analyst,Python
192403,Data Analyst,PowerBI
192403,Data Analyst,Statistics
151905,Content Strategist,Excel
323227,Financial Analyst,Excel
122712,Financial Analyst,Communication
114320,Marketing Executive,Copywriting
114320,Marketing Executive,Content Strategy
114320,Marketing Executive,Social Media
700540,Sales Executive,CRM Software
700540,Sales Executive,Excel
700540,Sales Executive,Communication
700540,Sales Executive,Negotiation
170802,Sales Executive,Lead Generation
170802,Sales Executive,Communication
170802,Sales Executive,CRM Software
522677,Software Engineer,Docker
522677,Software Engineer,Git
522677,Software Engineer,Python
522677,Software Engineer,Data Structures
522677,Software Engineer,Java
542032,Cybersecurity Specialist,Linux
542032,Cybersecurity Specialist,Python
784897,HR Manager,Excel
784897,HR Manager,Communication
548757,Software Engineer,Python
548757,Software Engineer,Data Structures
548757,Software Engineer,Docker
548757,Software Engineer,Java
548757,Software Engineer,REST API
737611,SEO Specialist,Problem Solving
962477,Data Analyst,Excel
962477,Data Analyst,SQL
962477,Data Analyst,Statistics
962477,Data Analyst,Python
235704,Employee Relations,Problem Solving
266424,Sales Executive,Lead Generation
266424,Sales Executive,Communication
266424,Sales Executive,Excel
900336,Business Development,Excel
549980,Recruitment Specialist,Communication
549980,Recruitment Specialist,Excel
280372,Recruitment Specialist,Communication
280372,Recruitment Specialist,Problem Solving
985142,Accountant,Communication
383508,Cybersecurity Specialist,Linux
383508,Cybersecurity Specialist,Firewalls
136215,Cybersecurity Specialist,Network Security
136215,Cybersecurity Specialist,Python
780641,Employee Relations,Communication
158576,SEO Specialist,Communication
734661,Account Manager,Excel
960376,Marketing Executive,Google Analytics
960376,Marketing Executive,Content Strategy
960376,Marketing Executive,SEO
960376,Marketing Executive,Copywriting
298732,Software Engineer,Git
298732,Software Engineer,Docker
298732,Software Engineer,Java
298732,Software Engineer,REST API
298732,Software Engineer,SQL
266688,Account Manager,Communication
568326,Software Engineer,REST API
568326,Software Engineer,Python
568326,Software Engineer,Java
568326,Software Engineer,SQL
568326,Software Engineer,Docker
649567,Employee Relations,Excel
649567,Employee Relations,Problem Solving
183931,Marketing Executive,Content Strategy
183931,Marketing Executive,Copywriting
183931,Marketing Executive,SEO
827749,Business Development,Communication
827749,Business Development,Excel
177855,Content Strategist,Problem Solving
177855,Content Strategist,Communication
906712,Software Engineer,REST API
906712,Software Engineer,SQL
906712,Software Engineer,Python
906712,Software Engineer,Git
906712,Software Engineer,Java
996132,Software Engineer,Docker
996132,Software Engineer,Git
996132,Software Engineer,Java
996132,Software Engineer,SQL
996132,Software Engineer,Data Structures
965184,SEO Specialist,Communication
212289,Recruitment Specialist,Excel
212289,Recruitment Specialist,Problem Solving
164176,HR Manager,Problem Solving
164176,HR Manager,Excel
929912,Auditor,Problem Solving
929912,Auditor,Excel
360784,Employee Relations,Problem Solving
483507,Business Development,Problem Solving
483507,Business Development,Communication
926833,Auditor,Communication
902761,Software Engineer,Java
902761,Software Engineer,SQL
902761,Software Engineer,Docker
902761,Software Engineer,Python
902761,Software Engineer,Data Structures
343258,Cybersecurity Specialist,Firewalls
343258,Cybersecurity Specialist,Linux
343258,Cybersecurity Specialist,Network Security
600021,Cybersecurity Specialist,Linux
600021,Cybersecurity Specialist,Network Security
600021,Cybersecurity Specialist,Incident Response
415592,Financial Analyst,Excel
844040,Marketing Executive,Copywriting
844040,Marketing Executive,Social Media
844040,Marketing Executive,Content Strategy
980593,Financial Analyst,Excel
814478,Software Engineer,Python
814478,Software Engineer,REST API
814478,Software Engineer,Data Structures
814478,Software Engineer,SQL
591577,Content Strategist,Problem Solving
591577,Content Strategist,Communication
864247,HR Manager,Excel
864247,HR Manager,Communication
167393,Auditor,Problem Solving
167393,Auditor,Excel
998341,Auditor,Problem Solving
659886,Content Strategist,Communication
485369,Recruitment Specialist,Excel
765312,Content Strategist,Excel
765312,Content Strategist,Communication
817294,Business Development,Excel
817294,Business Development,Problem Solving
684286,SEO Specialist,Excel
684286,SEO Specialist,Communication
724397,Auditor,Problem Solving
724397,Auditor,Excel
877799,HR Manager,Problem Solving
662243,Financial Analyst,Excel
662243,Financial Analyst,Problem Solving
986309,Software Engineer,REST API
986309,Software Engineer,Git
986309,Software Engineer,SQL
986309,Software Engineer,Data Structures
986309,Software Engineer,Docker
946003,HR Manager,Excel
877911,Cybersecurity Specialist,Network Security
877911,Cybersecurity Specialist,Incident Response
877911,Cybersecurity Specialist,Linux
877911,Cybersecurity Specialist,Firewalls
635982,Auditor,Communication
635982,Auditor,Excel
331070,Account Manager,Communication
519962,Content Strategist,Problem Solving
242915,Marketing Executive,Social Media
242915,Marketing Executive,Google Analytics
242915,Marketing Executive,SEO
242915,Marketing Executive,Content Strategy
407228,HR Manager,Problem Solving
407228,HR Manager,Communication
955008,Content Strategist,Excel
700164,Business Development,Excel
771416,Accountant,Problem Solving
